t,pos1,pos2
1.054732314,0.013193915,0.1407154
1.054832314,0.013241427,0.140637559
1.054932314,0.013288956,0.14055803
1.055032314,0.0133365,0.140476823
1.055132314,0.01338406,0.140393945
1.055232314,0.013431635,0.140309403
1.055332314,0.013479225,0.140223205
1.055432314,0.013526829,0.14013536
1.055532314,0.013574446,0.140045875
1.055632314,0.013622077,0.139954758
1.055732314,0.01366972,0.139862017
1.055832314,0.013717376,0.139767661
1.055932314,0.013765043,0.139671697
1.056032314,0.013812722,0.139574134
1.056132314,0.013860411,0.13947498
1.056232314,0.013908111,0.139374242
1.056332314,0.013955821,0.13927193
1.056432314,0.014003541,0.139168052
1.056532314,0.014051269,0.139062616
1.056632314,0.014099006,0.138955631
1.056732314,0.014146751,0.138847104
1.056832314,0.014194504,0.138737045
1.056932314,0.014242265,0.138625462
1.057032314,0.014290032,0.138512364
1.057132314,0.014337805,0.138397759
1.057232314,0.014385585,0.138281656
1.057332314,0.01443337,0.138164064
1.057432314,0.01448116,0.138044991
1.057532314,0.014528954,0.137924447
1.057632314,0.014576753,0.137802439
1.057732314,0.014624556,0.137678978
1.057832314,0.014672362,0.137554071
1.057932314,0.014720171,0.137427728
1.058032314,0.014767982,0.137299958
1.058132314,0.014815796,0.13717077
1.058232314,0.014863611,0.137040172
1.058332314,0.014911428,0.136908175
1.058432314,0.014959245,0.136774786
1.058532314,0.015007063,0.136640015
1.058632314,0.01505488,0.136503872
1.058732314,0.015102697,0.136366365
1.058832314,0.015150514,0.136227504
1.058932314,0.015198329,0.136087298
1.059032314,0.015246143,0.135945756
1.059132314,0.015293954,0.135802889
1.059232314,0.015341763,0.135658704
1.059332314,0.015389569,0.135513211
1.059432314,0.015437372,0.135366421
1.059532314,0.015485172,0.135218341
1.059632314,0.015532967,0.135068983
1.059732314,0.015580758,0.134918355
1.059832314,0.015628544,0.134766466
1.059932314,0.015676325,0.134613328
1.060032314,0.0157241,0.134458948
1.060132314,0.015771869,0.134303337
1.060232314,0.015819632,0.134146504
1.060332314,0.015867388,0.133988459
1.060432314,0.015915137,0.133829211
1.060532314,0.015962879,0.133668772
1.060632314,0.016010612,0.133507149
1.060732314,0.016058338,0.133344353
1.060832314,0.016106054,0.133180394
1.060932314,0.016153762,0.133015281
1.061032314,0.016201461,0.132849025
1.061132314,0.016249149,0.132681634
1.061232314,0.016296828,0.13251312
1.061332314,0.016344496,0.132343492
1.061432314,0.016392154,0.13217276
1.061532314,0.0164398,0.132000933
1.061632314,0.016487435,0.131828023
1.061732314,0.016535058,0.131654038
1.061832314,0.016582668,0.131478988
1.061932314,0.016630267,0.131302885
1.062032314,0.016677852,0.131125737
1.062132314,0.016725424,0.130947556
1.062232314,0.016772983,0.13076835
1.062332314,0.016820527,0.13058813
1.062432314,0.016868058,0.130406906
1.062532314,0.016915573,0.130224688
1.062632314,0.016963074,0.130041487
1.062732314,0.01701056,0.129857312
1.062832314,0.01705803,0.129672174
1.062932314,0.017105484,0.129486083
1.063032314,0.017152922,0.129299048
1.063132314,0.017200344,0.129111081
1.063232314,0.017247749,0.128922191
1.063332314,0.017295136,0.128732389
1.063432314,0.017342506,0.128541685
1.063532314,0.017389858,0.128350088
1.063632314,0.017437193,0.12815761
1.063732314,0.017484508,0.127964261
1.063832314,0.017531806,0.12777005
1.063932314,0.017579084,0.127574989
1.064032314,0.017626342,0.127379087
1.064132314,0.017673582,0.127182354
1.064232314,0.017720801,0.126984802
1.064332314,0.017768,0.12678644
1.064432314,0.017815179,0.126587278
1.064532314,0.017862337,0.126387328
1.064632314,0.017909474,0.126186599
1.064732314,0.017956589,0.125985102
1.064832314,0.018003683,0.125782846
1.064932314,0.018050755,0.125579843
1.065032314,0.018097805,0.125376102
1.065132314,0.018144833,0.125171635
1.065232314,0.018191838,0.124966451
1.065332314,0.018238819,0.124760561
1.065432314,0.018285778,0.124553975
1.065532314,0.018332713,0.124346703
1.065632314,0.018379625,0.124138756
1.065732314,0.018426512,0.123930144
1.065832314,0.018473375,0.123720878
1.065932314,0.018520214,0.123510968
1.066032314,0.018567027,0.123300424
1.066132314,0.018613816,0.123089257
1.066232314,0.01866058,0.122877477
1.066332334,0.018707327,0.122665052
1.066432498,0.018754116,0.122451728
1.06653285,0.018800967,0.122237417
1.066633458,0.01884791,0.122021982
1.066734363,0.018894965,0.121805342
1.066835604,0.01894215,0.121587415
1.066937215,0.018989479,0.121368136
1.067039225,0.019036966,0.121147449
1.067141656,0.01908462,0.120925304
1.067244532,0.019132452,0.120701658
1.067347873,0.019180471,0.120476472
1.067451696,0.019228683,0.120249712
1.067556018,0.019277097,0.120021343
1.067660855,0.019325718,0.119791336
1.067766223,0.019374554,0.119559662
1.067872137,0.01942361,0.119326291
1.067978611,0.019472893,0.119091196
1.06808566,0.019522408,0.118854349
1.068193298,0.019572162,0.118615722
1.068301541,0.01962216,0.118375289
1.068410403,0.019672409,0.118133019
1.0685199,0.019722915,0.117888885
1.068630048,0.019773685,0.117642856
1.068740863,0.019824724,0.117394903
1.068852362,0.01987604,0.117144993
1.068964561,0.01992764,0.116893094
1.06907748,0.019979531,0.116639172
1.069191137,0.020031721,0.116383191
1.069305552,0.020084217,0.116125115
1.069420744,0.020137028,0.115864905
1.069536735,0.020190162,0.115602522
1.069653547,0.020243629,0.115337922
1.069771204,0.020297438,0.115071062
1.06988973,0.020351599,0.114801896
1.07000915,0.020406122,0.114530374
1.070129492,0.020461018,0.114256447
1.070250782,0.020516298,0.11398006
1.070373052,0.020571976,0.113701156
1.070496332,0.020628062,0.113419675
1.070620656,0.020684572,0.113135555
1.070746057,0.020741519,0.112848728
1.070872574,0.020798918,0.112559123
1.071000244,0.020856786,0.112266664
1.07112911,0.020915138,0.111971273
1.071259216,0.020973994,0.111672862
1.071390609,0.021033373,0.111371342
1.071523338,0.021093295,0.111066616
1.071657457,0.021153782,0.110758579
1.071793023,0.021214857,0.110447119
1.071930098,0.021276547,0.110132118
1.072068747,0.021338878,0.109813447
1.072209042,0.021401879,0.109490965
1.07235106,0.021465582,0.109164524
1.072494883,0.021530022,0.108833958
1.072640602,0.021595236,0.108499092
1.072788315,0.021661264,0.10815973
1.072938129,0.021728151,0.107815661
1.073090163,0.021795945,0.107466652
1.073244547,0.021864702,0.107112445
1.073401423,0.021934479,0.106752756
1.07356095,0.022005344,0.106387267
1.073723307,0.02207737,0.106015626
1.073888694,0.02215064,0.105637434
1.074057334,0.022225248,0.10525224
1.074229483,0.0223013,0.104859533
1.074405435,0.022378918,0.104458724
1.074585528,0.022458244,0.104049132
1.074770155,0.022539442,0.103629965
1.07495978,0.022622706,0.103200283
1.075154957,0.022708268,0.102758967
1.075356356,0.022796408,0.102304653
1.075564803,0.022887473,0.101835664
1.075781336,0.022981898,0.101349878
1.076007295,0.023080246,0.100844556
1.076244466,0.023183269,0.100316034
1.076495331,0.023292009,0.099759206
1.076763537,0.023408005,0.099166543
1.077054892,0.023533707,0.098526011
1.077379881,0.023673545,0.097815804
1.077762172,0.023837533,0.09698647
1.078295326,0.024065324,0.095841531
1.078854382,0.024303046,0.094656915
1.07921928,0.024457585,0.093893354
1.079576544,0.024608418,0.093153414
1.079906115,0.024747146,0.092477842
1.080209112,0.024874341,0.091862905
1.080492408,0.024992967,0.091293461
1.080758163,0.025103987,0.090764253
1.081009254,0.025208652,0.090268791
1.081247747,0.025307859,0.089802365
1.081475438,0.025402387,0.089360948
1.081693788,0.025492868,0.088941269
1.081904021,0.02557983,0.088540608
1.082107156,0.025663712,0.088156713
1.082304049,0.025744882,0.087787699
1.08249542,0.02582365,0.087431988
1.082681876,0.025900277,0.087088249
1.082863936,0.025974986,0.086755353
1.08304204,0.026047965,0.08643234
1.083216568,0.026119378,0.086118386
1.083387845,0.026189363,0.085812783
1.083556154,0.026258044,0.085514919
1.08372174,0.026325525,0.085224259
1.083884818,0.026391898,0.084940338
1.084045577,0.026457244,0.084662745
1.084204183,0.026521636,0.084391119
1.084360783,0.026585137,0.084125139
1.084515509,0.026647803,0.083864519
1.084668478,0.026709685,0.083609001
1.084819795,0.026770829,0.083358355
1.084969556,0.026831276,0.083112373
1.085117846,0.026891063,0.082870864
1.085264744,0.026950225,0.082633657
1.085410322,0.027008791,0.082400594
1.085554644,0.027066792,0.08217153
1.085697771,0.027124252,0.081946332
1.085839758,0.027181197,0.081724877
1.085980656,0.027237648,0.08150705
1.086120513,0.027293627,0.081292747
1.086259373,0.027349153,0.081081868
1.086397277,0.027404243,0.080874321
1.086534264,0.027458915,0.080670021
1.08667037,0.027513184,0.080468885
1.086805627,0.027567067,0.08027084
1.086940069,0.027620575,0.080075812
1.087073726,0.027673724,0.079883734
1.087206625,0.027726525,0.079694543
1.087338793,0.02777899,0.079508179
